"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Peru","PER",172284428,0.360767341559873,1,73,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,3,1,2,1,3,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,4,,0,0,4,4,4,4,4,5,1,2,0,0
"Peru","PER",156027558,0.975317683546639,1,40,2,5,1,2,1,1,0,,,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,1,1,,2,2,2,2,,4,2,1,1,2,2,1,2,,,,1,1,2,1,,,1,2,1,2,,,1,1,2,1,2,,,2,,,,,,1,1,1,1,2,2,,1,0,1,1,4,4,1,2,1,1,1,1
"Peru","PER",168013966,0.462632765713032,1,28,3,3,1,2,1,1,0,1,2,1,1,2,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,1,1,1,2,2,,1,1,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,4,5,1,1,1,0
"Peru","PER",153264015,1.25379526613339,2,28,2,5,1,2,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,2,,,,1,2,1,1,2,2,2,2,1,3,2,1,1,,,2,,,,1,1,1,3,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,1,4,4,4,1,1,1,1,1,1
"Peru","PER",156073199,0.783591725977676,1,32,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,1,1,1,2,2,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,5,1,,1,1,4,4,4,4,2,5,1,2,0,0
"Peru","PER",135061327,0.455288468228715,1,42,1,3,1,2,1,1,0,2,1,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,4,1,,0,0,4,1,4,4,2,5,1,1,1,0
"Peru","PER",143879550,0.782167913733019,1,30,2,3,2,2,1,1,0,,,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,2,2,2,,0,0,4,2,4,4,4,5,1,1,0,0
"Peru","PER",136359694,0.898568373685626,1,60,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,3,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Peru","PER",191069186,1.29624045563891,2,72,1,1,1,1,1,1,0,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Peru","PER",163921686,1.04289055164403,1,30,2,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Peru","PER",120858986,1.20176144551268,1,39,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,4,2,,0,0,4,4,4,4,2,5,2,2,0,0
"Peru","PER",188267199,0.650211789031092,1,44,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,0,1,4,4,4,4,2,2,1,1,0,0
"Peru","PER",125285147,0.30596290571263,1,22,2,2,1,1,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,2,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,1,1,4,4,4,4,4,4,1,1,0,0
"Peru","PER",139155339,0.898010814337927,1,50,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Peru","PER",163722115,0.701500480108231,1,19,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,3,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,1,1,1,2,2,2,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,1,0,2,4,4,4,4,4,1,1,0,0
"Peru","PER",117148240,1.44071796403731,1,53,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Peru","PER",111608735,2.61640404252645,2,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,,,,,,,,,1,1,1,1,1,3,,1,1,1,1,3,,1,1,1,1,1,1,2,2,4,1,1,2,,,,2,,,,1,1,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,4,4,4,4,1,5,1,2,1,1
"Peru","PER",187801628,0.782167913733019,1,30,2,2,1,2,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,2,2,,,,,,,,,,,,,,1,1,,1,1,1,1,1,,2,2,,2,1,1,1,,4,1,1,1,1,,,1,2,2,1,1,1,1,1,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,0,1,4,1,4,4,1,1,1,1,1,1
"Peru","PER",132414446,0.886394063217064,2,56,3,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,1,2,1,1,4,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,2,2,1,1,,,1,2,1,2,1,1,2,1,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,1,4,4,4,1,1,1,1,1,0
"Peru","PER",211098512,1.39176691687446,2,50,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,2,5,1,1,0,0
