"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Ecuador","ECU",200590669,0.979993153838099,1,44,2,5,1,,1,1,1,2,1,2,,2,2,1,1,2,2,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,1,2,2,2,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,4,2,,0,1,4,4,4,4,1,4,2,2,1,0
"Ecuador","ECU",186881518,0.36471153133259,1,38,2,4,1,,1,1,2,2,1,1,2,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,1,,2,2,2,2,,3,4,2,2,,,,2,,,,1,2,1,1,,,1,2,1,,,,1,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,0,1,4,4,4,3,5,1,1,1,0
"Ecuador","ECU",146103741,0.631863944216992,2,40,3,1,1,,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,1,1,1,1,2,,2,2,,2,2,2,2,,4,2,2,2,,,,1,1,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,1,1,1,,,,2,3,2,2,1,2,,1,1,1,4,4,1,1,1,1,1,1,1
"Ecuador","ECU",207197575,1.59158763136114,1,37,1,3,1,,1,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,2,2,2,,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,1,,1,1,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",132515961,1.21158584637052,2,25,3,1,1,,1,1,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,6,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",205887616,0.572965902207681,1,52,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",121904004,0.541452117828374,2,40,2,4,1,,1,1,1,2,1,1,1,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,3,3,1,,0,0,4,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",128859364,1.04950057440215,1,34,2,1,1,,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,1,0,0
"Ecuador","ECU",130792125,0.888052883717055,1,20,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",189503703,0.440085252226472,2,39,3,5,1,,1,1,1,1,1,1,1,1,1,1,1,2,1,2,,1,1,2,,,,,,,,,,,,,,1,3,,1,2,1,3,3,,1,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,2,1,,,1,1,1,,,,1,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Ecuador","ECU",181688054,1.12959936745055,2,18,2,2,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,2,4,2,,1,1,4,4,4,4,4,1,1,1,0,0
"Ecuador","ECU",136047536,0.697370631194081,1,32,3,2,1,,1,1,2,2,1,4,,4,4,4,,,,1,1,2,,1,,,,,,,,,,,,,,4,,,1,1,1,5,2,,2,2,,2,1,1,1,,4,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,2,3,3,2,,0,1,1,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",153745897,1.41727281411958,1,22,2,4,1,,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,,1,,2,2,2,2,2,2,,0,1,4,4,4,2,2,5,1,1,0,0
"Ecuador","ECU",173802151,1.26789672744207,1,53,1,2,1,,1,1,2,1,1,2,,2,2,1,2,,2,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",163351883,1.41741601749783,2,23,2,1,1,,1,1,2,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",179061090,0.8079551103923,2,52,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,5,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,,2,2,2,,,,,,2,1,1,2,2,1,,1,1,4,3,4,4,4,5,1,1,0,0
"Ecuador","ECU",117504267,0.515467049287257,1,53,2,1,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,1,2,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,3,1,1,0,0
"Ecuador","ECU",190085934,0.655220970334622,2,25,3,5,1,,1,1,1,1,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,1,2,2,1,2,2,3,2,1,1,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,1,2,,1,,1,2,1,1,4,1,,1,1,4,4,4,2,1,1,1,1,1,0
"Ecuador","ECU",211023762,1.14024385525046,1,24,2,4,1,,1,1,1,2,1,2,,2,2,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,1,2,1,1,1,1,,,1,1,2,1,,,2,,,,,,,1,2,1,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,1,4,4,1,1,1,1,1,0
"Ecuador","ECU",193921171,0.969478971452519,2,15,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,2,4,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",168144717,0.410259573086856,1,40,2,2,1,,1,1,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",205775879,1.27504522121539,1,18,2,1,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",183458750,0.491846128064975,1,33,3,4,1,,1,1,1,2,1,2,,1,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,1,1,1,,,,2,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,1,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",121694528,0.734576550443686,1,23,2,4,2,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,1,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",160952164,0.326842561903492,1,30,2,5,1,,1,1,1,2,1,1,1,1,1,1,2,,2,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,2,2,,,,2,2,,1,2,1,1,1,6,2,1,2,,,,2,,,,1,1,1,2,,,1,2,1,,,,2,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,1,5,1,1,1,1
"Ecuador","ECU",159851326,2.60040375961569,2,43,1,3,1,,1,1,2,2,2,,,2,2,1,1,2,1,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,3,3,2,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,1,4,4,4,4,2,3,1,1,1,0
"Ecuador","ECU",131838337,0.874653259798126,2,63,2,2,1,,1,1,1,2,1,2,,1,2,1,1,2,2,1,2,1,1,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,2,4,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,3,2,1,,0,1,4,4,4,4,1,5,1,2,1,0
"Ecuador","ECU",190201264,1.32510063062083,1,68,2,3,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,1,2,1,1,,,,,2,,,1,1,2,,,,2,2,,2,2,2,2,,4,1,1,1,1,,,2,,,,1,1,2,1,,,1,2,2,,2,2,,1,2,1,,,,2,,,,,,1,1,1,1,3,1,,0,0,3,1,4,4,1,1,2,2,1,0
"Ecuador","ECU",179732229,1.03531907475393,2,31,3,4,1,,1,1,1,2,1,1,2,1,1,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,1,2,,2,2,3,1,2,1,2,2,,,,1,1,2,1,,,1,1,1,,,,2,2,2,,,,,1,1,2,,1,,3,2,2,3,2,2,,1,1,1,4,4,2,1,3,1,2,1,0
"Ecuador","ECU",160270471,0.912581114217773,1,29,2,1,2,,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",145789241,1.73956615853875,2,33,2,1,1,,1,1,1,2,1,2,,2,2,2,,,,1,1,2,,1,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,1,1,2,2,2,5,3,1,1,1,,,1,1,,,1,2,2,,,2,1,2,2,,2,2,,2,2,,,,,2,,,,,,3,3,2,2,4,3,,1,1,3,4,4,4,3,1,1,1,1,0
"Ecuador","ECU",194688589,0.417570677303385,1,53,2,1,2,,0,0,,,2,,,,,,,,,,,,,,4,2,1,1,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,1,1,1,0,0
"Ecuador","ECU",129743206,4.1527934875355,1,78,1,3,2,,1,1,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,5,2,1,0,0
"Ecuador","ECU",114644168,0.541452117828374,2,42,2,5,1,,1,1,1,1,1,2,,2,1,1,2,,2,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",154170863,0.70650068388746,1,31,2,1,2,,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",208794672,0.587489302258677,1,22,2,2,1,,1,1,2,2,1,2,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,5,1,1,1,1,,,1,1,,,2,,,,,,1,2,2,,1,,,2,2,,,,,2,,,,,,1,1,2,3,2,1,,0,1,2,4,4,4,4,1,1,1,1,0
"Ecuador","ECU",161232142,2.70259644863475,2,45,1,1,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,3,,0,0,4,4,4,4,1,5,1,2,1,0
"Ecuador","ECU",114018287,0.326842561903492,1,30,3,5,1,,1,1,1,2,2,,,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,1,3,3,2,,,,2,,,,1,2,2,,,1,1,2,2,,1,,,2,2,,,,,2,,,,,,3,2,3,3,,1,,1,0,2,4,4,4,2,5,1,1,1,0
"Ecuador","ECU",211002613,0.410937417029696,1,49,2,2,1,,1,1,,,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,1,1,1,1,0
"Ecuador","ECU",170433305,0.421289405590859,1,37,3,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,1,2,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,1,2,2,1,2,1,2,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,4,2,,1,1,4,4,4,4,2,3,1,1,0,0
"Ecuador","ECU",137858362,0.379011745653914,1,39,2,3,1,,1,1,1,2,1,2,,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,1,2,,1,2,1,2,2,,2,2,,2,2,2,2,,3,2,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,1,1,4,4,4,4,4,4,1,1,1,1
"Ecuador","ECU",174533950,0.819910125998729,2,73,2,3,2,,1,1,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",117937614,0.616639495660482,1,20,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,2,,,,,1,1,,2,2,1,2,1,,2,2,,2,1,2,1,,3,2,2,1,2,1,2,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,1,4,4,4,4,4,3,1,1,0,0
"Ecuador","ECU",175704236,0.597501092249598,1,27,3,4,1,,1,1,2,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",132187996,0.843503175424352,1,15,2,2,1,,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,,,,,1,1,,2,2,2,,,,2,2,,2,1,2,2,,4,1,2,2,,,,2,,,,1,2,1,1,,,1,1,2,,2,2,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,3,4,4,4,3,5,1,2,0,0
"Ecuador","ECU",200600545,0.492527158681684,1,52,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",154589074,2.75175336317499,1,50,1,3,1,,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Ecuador","ECU",156622967,1.05064993687136,1,21,2,3,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,2,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,1,0,4,4,4,4,3,4,1,1,0,0
"Ecuador","ECU",199264549,1.04887358548917,2,30,2,5,1,,1,1,,,2,,,,,,,,,,,,,,,1,2,2,1,2,1,1,2,,,,,2,,,2,2,1,2,1,,1,1,,2,1,2,1,,3,2,2,1,1,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,,,,2,2,1,1,1,1,,1,1,4,4,4,1,4,1,1,1,1,0
"Ecuador","ECU",182214447,0.70650068388746,1,31,2,4,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,6,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",167239731,0.761638263357782,2,18,2,5,1,,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,1,1,,,,2,,,,,,2,1,2,2,1,1,,0,0,4,1,1,4,2,5,1,1,1,0
"Ecuador","ECU",201019908,0.704721127059161,2,53,3,4,1,,1,1,1,1,2,,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,3,2,1,2,,,,2,,,,2,,,,,,1,1,1,,,,1,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,1,4,4,4,4,5,1,1,1,0
"Ecuador","ECU",118009350,0.70650068388746,1,31,2,2,1,,1,1,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",161535136,1.01033863824402,2,60,3,5,1,,0,0,,,2,,,,,,,,,,,,,,2,1,3,2,2,2,2,1,2,,,,,1,1,,2,2,1,2,1,,2,2,,2,2,2,2,,1,3,6,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,2,2,,2,2,3,3,3,3,,3,,1,0,4,4,4,3,4,5,1,1,0,0
"Ecuador","ECU",201429791,0.341006017406949,1,52,2,4,1,,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",138346333,0.945431277051805,2,44,2,4,2,,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,2,,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,1,1,4,4,4,2,5,1,1,1,1
"Ecuador","ECU",150985772,0.752263616998564,2,27,2,2,1,,1,1,2,2,1,2,,2,2,1,1,2,1,1,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,1,2,1,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,1,1,2,,1,,1,1,1,1,4,1,,1,1,4,4,4,2,1,3,1,2,1,0
"Ecuador","ECU",164031064,0.421289405590859,1,42,3,5,1,,1,1,1,2,1,1,1,1,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,1,,1,2,2,,,,2,2,,2,1,1,2,,4,3,3,1,2,1,2,1,2,1,2,2,,,,,,1,2,1,,,,2,2,2,,,,,2,,,,,,2,1,2,1,4,3,,0,1,1,4,4,4,4,3,1,1,1,1
"Ecuador","ECU",198261962,1.35603635546742,1,39,5,4,1,,1,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,2,1,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,1,3,1,2,1,0
"Ecuador","ECU",159861230,1.13136284182306,2,23,2,4,1,,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,1,1,2,,1,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,2,4,4,4,4,5,1,1,0,0
"Ecuador","ECU",152808244,0.562730524187901,2,52,2,4,1,,1,1,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",116373069,0.326842561903492,1,47,3,5,1,,1,1,,,1,1,2,2,1,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,2,1,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,4,2,,1,1,4,4,4,4,1,5,1,1,1,0
"Ecuador","ECU",192558332,0.421289405590859,1,38,2,2,1,,1,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,,,,,2,,,1,2,1,1,1,,2,2,,2,1,2,1,,7,,,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,1,1,1,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,1,1,4,4,1,1,1,1,1
"Ecuador","ECU",151750457,0.539889353598956,1,30,2,5,1,,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,,2,2,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,1,0,3,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",191401805,1.5887773320462,2,15,2,2,2,,1,1,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,3,2,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Ecuador","ECU",117523761,0.418765443034348,2,50,2,4,1,,1,1,1,1,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,1,5,1,2,1,0
"Ecuador","ECU",136026747,0.757934905634921,2,21,2,2,1,,1,1,2,2,2,,,2,2,1,1,2,2,1,1,1,2,1,,,,,,,,,,,,,,2,,,1,2,2,,,,2,1,,2,2,2,1,,4,2,2,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,1,1,4,4,4,4,2,1,1,1,1,0
"Ecuador","ECU",138338431,0.693879860304489,2,28,2,2,1,,1,1,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,4,2,2,1,1,,,1,1,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,3,2,1,,1,0,4,4,4,4,1,1,1,1,1,0
"Ecuador","ECU",207914759,1.27504522121539,1,18,2,4,1,,1,1,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,,,,2,2,2,1,2,2,,1,1,4,4,4,1,2,5,1,1,1,0
