saved,educ_low,female,age,educ,emp_in,mobileowner
1,1,2,38.0,2,1,1
0,0,1,27.0,3,1,1
1,1,2,18.0,2,1,1
1,0,1,31.0,3,1,1
0,1,2,35.0,1,1,1
1,0,1,43.0,3,1,1
0,1,2,39.0,2,1,1
1,1,1,24.0,2,1,1
1,1,2,35.0,2,1,1
1,1,1,24.0,2,2,1
0,1,2,68.0,1,1,1
1,0,2,40.0,3,1,1
1,0,2,62.0,3,1,1
1,1,1,49.0,1,1,1
0,1,2,45.0,2,1,1
0,1,1,35.0,2,1,1
1,1,2,33.0,2,1,1
1,1,2,35.0,2,1,1
1,1,1,20.0,2,1,1
1,0,2,26.0,3,1,1
1,1,2,45.0,2,1,1
1,0,1,30.0,3,1,1
1,1,2,22.0,2,1,1
1,1,1,44.0,2,1,1
1,1,2,34.0,2,1,1
1,1,2,18.0,2,1,1
1,1,2,38.0,2,1,1
1,1,2,18.0,2,1,1
0,1,2,20.0,2,1,1
0,1,2,30.0,1,1,1
1,1,2,52.0,2,1,1
1,1,1,28.0,2,1,1
0,0,1,63.0,5,1,1
1,1,2,44.0,2,1,1
1,1,1,20.0,2,1,1
1,1,1,43.0,2,1,1
0,1,1,18.0,2,2,1
1,1,2,27.0,2,1,1
1,1,1,45.0,1,1,1
0,1,1,46.0,2,1,1
1,1,2,24.0,2,1,1
1,0,1,30.0,3,1,1
1,1,1,18.0,2,2,1
0,0,2,40.0,3,1,1
1,1,1,70.0,1,2,1
1,0,1,52.0,3,1,1
1,1,1,18.0,2,1,1
1,1,2,21.0,2,1,1
0,1,1,32.0,2,2,1
1,0,1,32.0,3,1,1
0,0,2,31.0,3,1,1
0,1,1,43.0,1,1,1
1,1,2,51.0,2,1,1
1,0,2,48.0,3,1,1
1,0,2,87.0,3,2,1
0,1,2,34.0,2,1,1
1,1,1,76.0,2,1,1
1,1,1,21.0,2,1,1
0,1,2,26.0,2,1,1
1,1,1,19.0,2,1,1
0,0,1,49.0,3,2,1
1,1,1,62.0,1,1,1
0,1,2,50.0,2,1,1
0,1,1,20.0,2,1,1
0,1,2,38.0,2,1,1
1,1,1,29.0,2,1,1
0,1,1,50.0,1,1,1
0,1,2,24.0,2,1,1
0,1,2,45.0,1,1,1
1,1,2,59.0,2,1,1
1,1,1,25.0,2,1,1
0,1,2,50.0,2,1,1
0,1,2,23.0,2,1,1
1,0,2,28.0,3,1,1
1,0,2,36.0,3,1,1
0,1,2,45.0,2,1,1
1,1,1,19.0,2,2,1
0,1,1,33.0,2,1,1
1,0,2,37.0,3,1,1
0,1,1,23.0,2,1,1
1,0,1,30.0,3,1,1
1,1,2,23.0,2,1,1
1,1,2,23.0,2,2,1
1,0,2,25.0,3,1,1
1,0,2,67.0,3,2,1
1,1,1,33.0,2,1,1
1,1,1,37.0,2,2,1
0,1,1,33.0,2,1,1
1,1,2,53.0,2,1,1
1,1,2,48.0,2,1,1
1,1,1,32.0,2,1,1
0,0,1,26.0,3,1,1
1,1,2,42.0,1,1,1
1,1,1,62.0,2,2,1
1,1,1,26.0,2,1,1
0,1,1,65.0,1,2,1
1,1,1,18.0,2,1,1
1,1,1,23.0,2,1,1
0,0,2,34.0,3,1,1
0,1,1,50.0,2,1,1
0,1,2,23.0,2,1,1
1,1,2,20.0,2,1,1
1,0,2,42.0,3,1,1
0,1,1,35.0,2,2,1
1,0,2,47.0,3,1,1
0,1,1,75.0,2,2,1
1,1,1,31.0,2,1,1
1,0,2,32.0,3,2,1
0,1,1,22.0,1,1,1
1,1,1,19.0,1,1,1
1,0,1,61.0,3,1,1
1,1,1,37.0,2,1,1
1,0,2,50.0,3,1,1
0,1,1,37.0,1,1,1
0,1,1,48.0,2,1,1
0,0,1,30.0,3,1,1
0,1,1,32.0,2,2,1
1,1,2,37.0,2,1,1
1,1,2,24.0,2,1,1
1,1,1,26.0,1,1,1
1,1,1,37.0,2,1,1
1,1,2,46.0,2,1,1
1,1,2,24.0,2,1,1
1,1,2,24.0,2,1,1
0,1,2,25.0,2,1,1
0,0,2,25.0,3,1,1
1,0,2,32.0,3,1,1
0,1,1,19.0,2,1,1
1,1,2,29.0,1,1,1
1,1,1,48.0,1,1,1
1,1,2,45.0,2,1,1
1,0,2,29.0,3,1,1
0,1,1,40.0,2,1,1
1,0,1,29.0,3,1,1
1,0,2,25.0,3,1,1
0,1,1,42.0,2,1,1
