"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Colombia","COL",131412512,0.597574091363886,2,33,2,5,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,2,,,,,,,,,,2,1,2,2,2,2,,2,1,2,,,,2,2,2,2,1,2,1,,4,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,4,1,,0,1,2,4,4,4,2,1,1,1,1,1
"Colombia","COL",129481709,0.596831996399696,2,24,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,6,1,1,1,2,1,1,1,2,2,1,2,,,,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,1,2,4,4,4,4,2,1,1,0,0
"Colombia","COL",209829679,0.521109175923846,2,41,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,1,1,1,1,1,1
"Colombia","COL",118832094,1.43719393308842,2,28,2,3,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,1,2,2,1,2,,1,1,4,1,4,4,1,5,1,1,1,0
"Colombia","COL",202059564,0.766843470332038,1,20,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Colombia","COL",202741985,0.498437827680665,2,32,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,2,,1,1,1,1,2,,2,1,1,2,2,1,2,,3,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,3,3,2,4,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Colombia","COL",146349904,0.317305707483894,2,21,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,1,,,,,2,,,2,1,2,,,,1,2,,2,2,2,1,,3,2,1,1,1,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,1,1,2,4,4,4,2,1,1,1,0,0
"Colombia","COL",184296549,0.403682185930495,1,18,2,5,1,,1,1,1,2,2,2,,,1,1,1,1,1,1,2,,1,2,2,,,,,,,,,,2,2,2,1,1,2,,1,1,1,1,1,,1,2,2,2,2,2,2,,2,3,2,2,,,,1,2,1,2,1,2,1,2,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,1,2,4,4,4,1,3,1,1,1,1
"Colombia","COL",164348235,0.514127581073987,1,34,1,3,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,1,1,2,,,1,2,2,2,2,2,1,2,2,1,4,2,,0,1,4,1,1,3,4,5,1,1,1,0
"Colombia","COL",131291202,1.29802014466337,2,17,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
