"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Colombia","COL",165026181,0.775817166750543,2,49,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,2,2,,,,1,1,,2,2,2,2,,1,3,3,1,2,2,1,2,,,,1,1,1,2,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,2,3,3,1,2,,1,1,4,3,4,4,1,2,1,1,1,1
"Colombia","COL",161797283,0.304952189838082,2,67,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,5,1,3,3,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Colombia","COL",188391323,0.668292177426169,1,56,2,4,2,,1,1,0,2,2,2,,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,1,1,1,1,2,2,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,1,1,4,4,4,4,2,4,1,2,0,0
"Colombia","COL",136844542,0.428183892699034,2,32,2,4,1,,1,1,0,1,2,1,1,1,1,1,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,2,,2,2,1,2,1,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,4,3,,0,0,1,4,4,4,2,5,1,1,1,1
"Colombia","COL",124545863,1.70906520772989,1,26,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Colombia","COL",123239079,1.15221919843154,1,19,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,3,2,,0,0,4,4,4,4,4,2,1,2,0,0
"Colombia","COL",160010929,2.50555853682852,2,38,2,2,1,,1,1,0,1,2,1,1,1,2,2,1,1,1,2,2,,1,2,2,,,,,,,,,,,,,,1,1,,2,2,2,,,,2,2,,2,2,1,2,,2,1,1,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,1,4,4,4,4,1,4,1,2,1,1
"Colombia","COL",154972820,1.03017061556594,1,43,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,3,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",117994352,0.917417215862476,2,36,2,3,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,,,,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,3,2,2,1,2,1,1,2,,,,1,2,2,,,1,1,2,1,2,,,1,1,2,1,1,,,2,,,,,,1,1,1,1,3,1,,0,0,1,1,4,4,2,2,1,1,1,0
"Colombia","COL",210967271,0.715473346273841,2,35,2,5,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,1,2,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,2,2,1,2,2,2,2,1,3,3,1,1,,,1,1,,,1,2,1,1,,,1,2,1,2,,,1,2,2,,,,,1,1,2,2,1,,2,3,2,2,1,1,,1,0,1,4,4,2,1,1,1,1,1,0
"Colombia","COL",187058276,0.612263646107598,2,34,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,1,1,2,2,1,2,,4,2,2,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,1,3,,1,1,1,4,4,4,4,5,1,1,1,1
"Colombia","COL",202494528,1.2232229544833,2,37,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,2,4,4,4,2,5,1,1,0,0
"Colombia","COL",199037772,0.588768141560737,2,27,2,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,1,1,1,,1,2,2,,,,2,2,2,2,1,1,1,,4,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,2,4,4,4,4,5,1,1,1,1
"Colombia","COL",168485998,0.79115866734436,2,28,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,1,2,2,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,1,1,,0,0,2,4,4,4,4,4,1,1,0,0
"Colombia","COL",171137755,0.304952189838082,2,28,3,5,1,,1,1,1,1,2,1,2,,1,1,1,1,1,2,2,,1,1,1,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,2,,2,1,1,1,2,1,2,2,4,2,1,2,,,,2,,,,1,1,1,2,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,2,2,3,2,1,,1,1,3,4,4,4,1,5,1,1,1,1
"Colombia","COL",175055588,1.49750328578331,1,20,2,2,2,,0,0,0,,,3,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,3,2,,1,1,4,4,4,4,2,1,2,2,0,0
"Colombia","COL",192863420,0.796828308520552,2,24,2,3,2,,1,1,1,1,2,2,,,1,1,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,,,2,1,2,,,,2,2,2,2,2,1,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,2,4,4,4,4,5,1,2,1,0
"Colombia","COL",126096887,1.29049225803768,2,60,3,4,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,2,2,2,2,1,,2,2,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,3,4,4,4,1,5,1,2,1,0
"Colombia","COL",153321250,0.485437368269275,1,20,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,1,4,2,,1,1,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",161051878,0.468342746511279,1,30,3,5,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,2,2,2,1,1,1,2,2,4,3,2,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,2,2,4,2,,1,1,4,4,4,4,1,5,1,1,1,1
"Colombia","COL",207423625,0.304952189838082,2,44,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,1,1,1,2,,1,1,1,1,1,,1,1,1,2,2,1,1,,1,3,3,1,1,,,2,,,,1,1,1,2,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,2,2,1,4,2,,1,1,1,4,4,4,1,1,1,1,1,1
"Colombia","COL",123652930,0.671418643237935,2,22,2,5,1,,1,1,1,1,2,1,1,2,1,1,2,,,,1,2,1,1,2,,,,,,,,,,1,1,2,1,1,1,,1,1,1,3,1,,2,2,2,2,2,2,1,,4,2,1,1,1,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,1,1,1,2,1,,0,1,1,4,4,4,4,1,1,1,1,1
"Colombia","COL",176139490,0.463366764636647,1,20,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,3,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,3,,1,0,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",139498342,0.350863908683718,2,55,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,1,1,1,2,2,2,2,,1,3,3,1,1,,,2,,,,1,1,1,2,,,1,2,1,3,,,2,1,2,1,2,,,2,,,,,,1,3,2,2,1,2,,1,1,1,1,4,4,1,1,1,1,1,1
"Colombia","COL",172556072,0.440123886384554,1,25,2,4,2,,1,1,1,2,2,1,2,,1,1,2,,,,1,2,1,2,2,,,,,,,,,,2,2,2,1,2,,,1,2,2,,,,2,2,2,2,2,2,1,,2,1,1,2,,,,1,1,,,1,2,1,1,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,2,2,4,3,,0,1,4,1,4,4,1,1,1,1,1,0
"Colombia","COL",195073588,1.24620026753677,2,64,2,5,2,,1,1,0,1,1,1,2,,2,2,2,,,,1,1,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,1,1,2,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,1,4,1,5,1,2,1,0
"Colombia","COL",207146413,0.584975491389428,2,26,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,2,4,4,4,2,5,1,1,0,0
"Colombia","COL",112822742,0.407629653312357,1,48,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Colombia","COL",139639787,0.921177744963625,1,26,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,3,3,3,,0,0,2,4,4,4,2,5,1,1,0,0
"Colombia","COL",122410451,0.667134483145331,2,58,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,1,1,2,1,1,2,,1,1,1,3,2,,2,2,2,2,2,2,2,,2,3,3,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,1,2,2,3,3,1,,0,1,1,4,4,4,1,5,1,1,1,1
"Colombia","COL",155927642,0.780042698033733,2,43,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,2,2,,,,2,,,,2,,,,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,2,2,1,2,1,1,,0,1,2,4,4,4,4,5,1,1,0,0
"Colombia","COL",167355821,0.801115761086117,1,35,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,0,0,4,4,4,4,3,5,1,2,0,0
"Colombia","COL",130169871,1.07789544981631,2,25,2,3,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,2,2,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,3,2,2,,1,1,4,4,4,2,4,5,1,1,0,0
"Colombia","COL",209365387,1.54829743862023,1,23,2,3,1,,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,1,2,1,1,1,1,,1,1,2,,,,2,2,1,2,2,2,1,,2,1,1,2,,,,1,2,1,1,1,1,1,1,,,1,1,2,2,2,1,2,2,2,,,,,2,,,,,,1,1,2,1,4,1,,1,1,1,4,4,4,1,2,2,1,1,1
"Colombia","COL",153694177,0.933794330495198,1,23,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,1,3,3,2,,1,1,2,4,4,4,2,3,1,1,0,0
"Colombia","COL",201258402,1.15751403795214,2,63,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,3,2,1,,0,0,4,4,4,4,2,1,1,1,0,0
"Colombia","COL",182531189,0.757732225682399,2,18,2,5,2,,1,0,1,,,2,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,1,1,1,1,2,,,2,2,1,1,2,,2,2,2,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,1,4,4,4,4,4,5,1,1,1,1
"Colombia","COL",119961591,0.402249315085025,1,44,3,5,1,,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,1,2,,3,2,1,1,1,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Colombia","COL",207183908,1.81052780042578,1,33,2,2,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Colombia","COL",111254025,1.86571939709916,1,65,2,2,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,3,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,1,2,,,,,,5,5,5,5,,4,,0,0,4,1,4,4,4,5,1,2,1,0
"Colombia","COL",128957227,0.953263940643458,1,65,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",128893305,0.533371219078348,1,71,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,4,3,2,,0,0,4,2,4,4,2,5,2,2,0,0
"Colombia","COL",142433135,0.418262824779606,1,15,2,4,2,,1,1,1,,,2,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,2,4,1,,1,0,4,1,4,4,4,5,1,1,1,0
"Colombia","COL",200614485,0.585032023525299,2,40,1,5,1,,1,1,0,2,2,1,2,,2,2,1,2,,2,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",168774192,1.3627515177509,2,77,2,2,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,2,4,4,4,4,5,1,2,0,0
"Colombia","COL",165907588,0.326406969504435,2,31,3,3,1,,1,1,1,1,2,1,2,,1,1,1,1,1,1,1,2,1,1,1,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,2,1,1,2,2,1,1,,3,2,1,1,1,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,2,4,2,,1,1,4,4,4,4,1,1,1,1,1,1
"Colombia","COL",165357497,1.1443501010626,1,60,1,2,1,,1,1,0,2,2,2,,,1,1,2,,,,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,2,5,2,1,1,0
"Colombia","COL",183810023,0.718596966544208,2,34,2,3,1,,1,1,1,2,2,2,,,1,1,2,,,,2,,1,1,1,,,,,,,,,,1,1,1,1,1,2,,2,1,1,1,1,,2,1,1,2,2,1,2,,1,2,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,2,4,2,,1,1,4,4,4,4,4,1,1,1,1,1
"Colombia","COL",138584796,1.05546601871216,2,22,2,3,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,2,2,2,,,,1,2,2,1,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,2,2,3,3,2,,1,0,3,4,4,4,4,2,1,1,0,0
"Colombia","COL",132457003,0.319521183900808,1,26,3,4,1,,1,1,1,2,1,1,1,1,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,1,2,2,2,1,,1,1,1,2,1,,1,1,1,2,2,2,2,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,1,,,2,,,,,,2,2,1,2,1,1,,1,0,4,1,4,4,4,1,1,1,1,1
"Colombia","COL",177815509,1.14489366865543,2,24,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,1,2,2,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,1,1,4,4,4,4,4,2,1,2,0,0
"Colombia","COL",118295675,0.757894829035327,2,24,3,5,1,,1,1,1,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,2,1,2,1,1,2,,1,1,1,3,1,,2,1,1,2,2,2,2,,3,2,2,1,1,,,2,,,,1,1,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,3,,2,,1,0,1,4,4,4,1,1,1,1,1,1
"Colombia","COL",155658413,1.22355003652293,1,21,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",111487138,0.626307391109054,2,20,3,5,1,,1,1,0,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,2,,2,2,2,2,,2,3,3,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,3,2,,0,1,4,4,4,4,4,3,1,1,1,1
"Colombia","COL",114767050,0.389051712985056,1,40,2,5,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,2,2,2,1,3,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,1,1,1,1,,,1,2,2,2,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,0,4,4,4,4,1,1,1,1,1,0
"Colombia","COL",141800011,1.43094669254768,2,39,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,4,1,2,0,0
"Colombia","COL",188063100,0.407740984827767,2,35,2,5,1,,1,1,0,1,2,1,2,,1,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,2,2,2,2,1,,2,2,1,1,2,1,2,1,1,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,3,,1,1,1,4,4,4,2,1,1,1,1,0
"Colombia","COL",111354481,0.475235185197192,1,56,3,3,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Colombia","COL",112793841,0.664301008763075,1,58,3,5,1,,1,1,0,1,2,1,2,,2,2,1,1,1,2,1,2,1,2,2,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,1,,2,2,1,2,,4,3,3,1,2,1,1,2,,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,3,1,2,,1,1,1,4,4,4,4,2,1,1,1,1
"Colombia","COL",180884397,0.71363859566987,1,52,2,4,1,,1,1,1,1,1,1,2,,1,2,2,,,,1,2,1,2,2,,,,,,,,,,1,2,2,1,2,,,1,2,2,,,,2,2,1,2,2,2,2,,3,1,1,1,2,1,1,1,1,,,1,1,1,1,,,1,2,1,2,,,2,1,2,1,1,,,2,,,,,,2,1,3,3,1,2,,1,0,1,1,4,4,1,1,1,1,1,0
"Colombia","COL",188487740,0.951917122451683,2,19,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Colombia","COL",208897190,0.500719490585077,2,32,2,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,2,2,1,1,2,,1,1,1,2,3,,2,1,2,1,2,2,1,1,1,3,3,2,,,,2,,,,1,2,1,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,1,4,4,4,1,5,1,1,1,1
"Colombia","COL",197197419,1.12044950703286,1,32,2,5,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,1,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,3,2,2,,,,1,2,2,1,1,1,2,1,,,1,1,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,3,1,1,,1,0,2,4,4,4,1,2,1,1,1,0
"Colombia","COL",175811556,0.676671238746304,1,53,3,4,1,,1,1,0,1,2,1,2,,1,2,1,1,2,2,1,1,2,,2,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,4,1,2,,0,1,4,4,4,4,1,5,1,1,1,0
"Colombia","COL",112870181,3.19476458462772,1,58,1,1,1,,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Colombia","COL",133506653,1.11867260950752,1,27,2,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,2,1,1,1,,,2,,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,2,2,1,3,2,1,,0,1,4,1,4,4,4,1,1,1,1,0
"Colombia","COL",112449440,0.990248729148192,2,20,2,5,1,,1,1,0,2,2,1,1,1,1,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,1,2,,2,1,,2,2,2,2,,2,3,2,1,1,,,1,1,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,2,4,2,,1,0,4,4,4,4,1,1,1,1,1,1
"Colombia","COL",175956740,3.55594221690875,1,66,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,3,2,3,2,3,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,4,4,4,5,1,2,0,0
