"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Bolivia","BOL",179875719,0.469487966734745,1,28,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,3,,0,0,2,4,4,4,4,5,1,3,0,0
"Bolivia","BOL",145475622,1.5066474522497,1,57,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,1,0,4,4,4,4,2,5,1,1,0,0
"Bolivia","BOL",111360331,0.737730295502285,2,43,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,2,2,2,2,,1,1,4,3,4,4,2,5,1,1,0,0
"Bolivia","BOL",172845002,0.891235709741166,2,23,2,1,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,1,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,1,3,3,1,2,1,2,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,1,4,4,4,1,3,1,1,1,0
"Bolivia","BOL",138939791,0.589249757953134,2,49,3,4,1,,1,1,0,1,1,1,2,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,2,3,2,1,2,2,1,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,4,4,4,4,1,2,1,1,1,0
"Bolivia","BOL",146807801,0.776420939304673,1,38,3,1,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,4,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,5,4,4,4,2,5,1,2,0,0
"Bolivia","BOL",118720877,0.380547874562753,2,30,3,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,1,3,1,1,2,1,1,1,2,1,1,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,2,2,4,1,,1,0,1,4,4,4,1,2,1,1,1,0
"Bolivia","BOL",113432493,0.552730904774191,2,24,2,1,1,,1,1,1,1,2,1,1,2,1,1,2,,,,1,2,2,,1,,,,,,,,,,2,2,2,1,2,,,1,1,1,3,1,,1,1,1,2,2,2,2,,1,2,2,1,1,,,1,1,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,1,1,1,1,1,1
"Bolivia","BOL",144697325,0.408333412302221,1,30,3,3,1,,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,2,1,1,1,1,2,4,1,1,1,2,1,1,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,1,4,2,4,4,2,2,1,1,1,0
"Bolivia","BOL",175118043,0.575690213783711,2,43,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,2,,,,,2,,,2,3,1,2,1,,2,2,2,1,2,2,1,2,2,3,3,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,2,,1,1,4,4,4,4,4,2,1,1,0,0
"Bolivia","BOL",115069571,1.47606634629641,1,24,2,4,2,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,1,,2,2,1,2,1,,2,1,,2,2,2,2,,1,3,2,1,1,,,1,1,,,2,,,,,,1,1,2,2,1,,,1,1,1,2,,,2,,,,,,1,1,2,3,2,2,,1,0,2,1,1,4,4,1,1,1,1,1
