Accuracy,MacroF1,TPR_gap_squared,DP_gap,Welfare,seed,lambda_norm
0.6733333333333333,0.538866930171278,2.006397901307173e-07,0.0257657657657658,218.78820097841736,0.0,2.0
0.6866666666666666,0.5663939971707976,0.0007216763811942,0.0508457711442786,205.16591882830264,1.0,0.0
0.6533333333333333,0.4583333333333333,0.0001108033240997,0.0101449275362318,246.1393666723696,2.0,5.0
0.6533333333333333,0.505578093306288,0.0005003462603878,0.0561904761904762,223.1367624062517,3.0,2.0
0.6866666666666666,0.5384615384615385,0.0001108033240997,0.0242424242424242,217.8970945561353,4.0,2.0
0.7066666666666667,0.5816430020283976,0.0009271244247205,0.0840860215053762,216.82974767069516,5.0,2.0
0.7,0.6306429548563611,0.0009672397609944,0.0463768115942029,207.8377167780755,6.0,0.3
0.6333333333333333,0.5274643450369437,5.536068594104434e-05,0.0392156862745098,216.1843967200708,7.0,0.6
0.72,0.6746539971080355,9.62759670036691e-06,0.0027777777777778,205.95613493779027,8.0,0.0
0.7066666666666667,0.6507936507936507,0.0003973169444064,0.0306306306306305,205.76457128659905,9.0,0.0
