Accuracy,MacroF1,TPR_gap_squared,DP_gap,Welfare,seed,lambda_norm
0.68,0.6626686656671663,0.1329742765589562,0.515,203.20769879603557,0,0.0
0.6866666666666666,0.6825897078024402,0.06915498387981957,0.43291666666666667,204.02830762994046,0,0.3
0.68,0.68,0.01794021665365118,0.31958333333333333,205.83408573680293,0,0.6
0.6,0.5941558441558441,0.007319486436033673,0.19958333333333333,209.00308884010178,0,1.0
0.5266666666666666,0.49600113577208843,0.004162330905306979,0.10416666666666663,218.40994012969827,0,2.0
0.4533333333333333,0.37193627450980393,0.0002601456815816853,0.053333333333333344,247.52658459370548,0,5.0
0.6266666666666667,0.6064467766116941,0.20897959183673473,0.5395238095238095,214.21072800926407,1,0.0
0.6066666666666667,0.6015487821349781,0.11973796926177878,0.42619047619047623,213.2773280724125,1,0.3
0.5866666666666667,0.5863725315780111,0.07111111111111114,0.33952380952380956,213.94700699203557,1,0.6
0.5133333333333333,0.5084175084175084,0.041279919375157494,0.21285714285714286,216.11088754612206,1,1.0
0.49333333333333335,0.4585866261398176,0.01234567901234569,0.09523809523809523,224.15248652353637,1,2.0
0.4666666666666667,0.38725490196078427,0.0002519526329050156,0.011428571428571344,251.9792773529108,1,5.0
0.68,0.64,0.33714880332986463,0.7466666666666666,204.4533347038479,2,0.0
0.6933333333333334,0.6888528138528138,0.09391259105098852,0.5333333333333333,204.55253123701925,2,0.3
0.62,0.6195773081201335,0.043964620187304904,0.38,205.9716725835084,2,0.6
0.5866666666666667,0.5791855203619909,0.016649323621227886,0.28,208.89326480640756,2,1.0
0.54,0.5066495066495067,0.0010405827263267411,0.15333333333333332,218.2173356415022,2,2.0
0.42,0.30507481761542143,0.0,0.00666666666666671,248.1529052665039,2,5.0
0.6733333333333333,0.6469571064892646,0.07082466181061393,0.37897435897435894,207.2200310252253,3,0.0
0.68,0.6742081447963801,0.019240374609781497,0.2774358974358974,206.91533590058253,3,0.3
0.62,0.6186270574066639,0.015026014568158191,0.24256410256410266,208.0093183222296,3,0.6
0.5933333333333334,0.5931706015739628,0.011677939646201866,0.20102564102564102,210.56099396000846,3,1.0
0.5333333333333333,0.5110821382007823,0.0021878251821019754,0.08461538461538454,219.1834482557572,3,2.0
0.46,0.3894165535956581,0.00031477627471384234,0.034871794871794926,247.88722767152126,3,5.0
0.6466666666666666,0.6263219741480611,0.1706049149338374,0.5529166666666667,207.32114986009017,4,0.0
0.64,0.6358568602769286,0.07176086661460472,0.42625,207.44229798434594,4,0.3
0.6066666666666667,0.6065092703748166,0.024018478703461448,0.2995833333333333,208.92834098028783,4,0.6
