Accuracy,MacroF1,TPR_gap_squared,DP_gap,Welfare,seed,lambda_norm
0.68,0.5770676691729323,5.087907739273169e-06,0.06982456140350879,205.57289793992493,0,0.0
0.68,0.569480985410189,0.00024145576975018757,0.07403508771929823,206.53092267651596,0,0.3
0.6666666666666666,0.5245943204868154,0.0017728531855955695,0.06912280701754381,207.9057322391828,0,0.6
0.6666666666666666,0.5245943204868154,0.0017728531855955695,0.06912280701754381,210.14397771716978,0,1.0
0.6466666666666666,0.4546951094039372,0.00044321329639889005,0.022456140350877174,216.73636427262892,0,2.0
0.6466666666666666,0.4260342213558588,0.0,0.004210526315789553,237.92861593182437,0,5.0
0.7066666666666667,0.6188496188496189,9.917616879994879e-06,0.06909090909090909,204.84206905036035,1,0.0
0.6933333333333334,0.5714285714285714,0.00033895949762634167,0.07030303030303031,206.12826436500407,1,0.3
0.6733333333333333,0.5188216039279869,6.390701054624055e-05,0.055151515151515174,207.76010627873575,1,0.6
0.6733333333333333,0.5188216039279869,6.390701054624055e-05,0.055151515151515174,210.2675925457853,1,1.0
0.6533333333333333,0.4442861214021089,0.00010850694444444368,0.026666666666666616,217.31649612860392,1,2.0
0.6466666666666666,0.4100185528756957,0.0,0.00666666666666671,239.16794383093995,1,5.0
0.6,0.554367201426025,0.0035580178516466695,0.02564971751412426,210.10323653560891,2,0.0
0.6533333333333333,0.505578093306288,0.00019698368728839454,0.018870056497175103,211.13737777467492,2,0.3
0.6533333333333333,0.505578093306288,0.00019698368728839454,0.018870056497175103,212.53558206316424,2,0.6
0.6533333333333333,0.505578093306288,0.00019698368728839454,0.018870056497175103,214.76349218605327,2,1.0
0.6266666666666667,0.4438559322033898,0.00019698368728839454,0.0077966101694915135,221.27102440090044,2,2.0
0.64,0.4072014051522248,0.0,0.010282485875706127,242.24134265294398,2,5.0
0.6533333333333333,0.5495495495495495,2.770083102493092e-05,0.004561403508771988,213.01142766020956,3,0.0
0.6533333333333333,0.5495495495495495,2.770083102493092e-05,0.004561403508771988,214.65265536936408,3,0.3
0.6533333333333333,0.5418233082706767,2.770083102493092e-05,0.017894736842105297,216.65777893507075,3,0.6
0.66,0.5200451722190853,6.92520775623273e-06,0.0056140350877192935,219.70588157588514,3,1.0
0.66,0.48764315852923446,1.5581717451524082e-05,0.00070175438596487,228.13492889928978,3,2.0
0.6533333333333333,0.4442861214021089,0.0,0.002456140350877156,254.13114567331954,3,5.0
0.6666666666666666,0.5594454887218046,0.0002569194844440371,0.02709677419354839,206.41994673426314,4,0.0
0.6666666666666666,0.5594454887218046,0.0002569194844440371,0.02709677419354839,207.67748738945443,4,0.3
0.6733333333333333,0.5188216039279869,2.8044229756645615e-06,0.018279569892473146,209.3305896883112,4,0.6
0.6733333333333333,0.5188216039279869,2.8044229756645615e-06,0.018279569892473146,211.9259258943793,4,1.0
0.64,0.4072014051522248,0.0,0.00666666666666671,219.2861331810401,4,2.0
0.6333333333333333,0.3877551020408163,0.0,0.0,242.18666446376625,4,5.0
0.6866666666666666,0.5745579627059321,0.0010717828798185937,0.024971751412429466,204.9369057443884,5,0.0
0.68,0.5614035087719298,0.0010717828798185937,0.018305084745762756,205.7282472998279,5,0.3
0.68,0.5614035087719298,0.0010717828798185937,0.018305084745762756,206.91791685962747,5,0.6
0.7,0.5676125808724617,0.0007174744897959192,0.018870056497175103,208.9021626475564,5,1.0
0.6933333333333334,0.5532245532245532,0.0007174744897959192,0.012203389830508393,214.87323240642093,5,2.0
0.66,0.4476933073424301,0.0,0.020000000000000018,234.5063632447588,5,5.0
0.6333333333333333,0.6122209165687427,0.011080332409972297,0.06153846153846154,208.09117369994829,6,0.0
0.68,0.5909090909090909,0.00011080332409972368,0.0064102564102564985,208.88528434119144,6,0.3
0.68,0.5909090909090909,0.00011080332409972368,0.0064102564102564985,210.1058077991336,6,0.6
0.68,0.5909090909090909,0.00011080332409972368,0.0064102564102564985,212.14985099230856,6,1.0
0.68,0.5436105476673428,2.770083102493092e-05,0.009487179487179476,218.32692832761185,6,2.0
0.6466666666666666,0.4408889514030523,0.0002493074792243748,0.031025641025641093,238.72151591476353,6,5.0
0.6466666666666666,0.5649794801641587,0.0015976752636560315,0.045376344086021536,210.46598418997397,7,0.0
0.6666666666666666,0.5594454887218046,0.0005751630949161703,0.03376344086021499,211.05655264638725,7,0.3
0.6533333333333333,0.505578093306288,0.00025562804218496574,0.01268817204301076,212.14851762776922,7,0.6
0.66,0.49918166939443537,2.3473649420107046e-05,0.007311827956989259,214.12415863191688,7,1.0
0.6533333333333333,0.4835805084745763,2.3473649420107046e-05,0.013978494623655968,220.336687051551,7,2.0
0.6533333333333333,0.42915690866510536,0.0,0.0027956989247311936,241.24595486678106,7,5.0
0.6866666666666666,0.6025706071368171,0.0003162903199153955,0.020000000000000018,206.1092689425813,8,0.0
0.6866666666666666,0.6025706071368171,0.0003162903199153955,0.020000000000000018,206.90724143079257,8,0.3
0.6866666666666666,0.5745579627059321,0.00011386451516954096,0.046666666666666745,208.11353465558645,8,0.6
0.6666666666666666,0.5143745143745144,0.00029847478352832107,0.039999999999999925,210.13258556659537,8,1.0
0.66,0.49918166939443537,0.00029847478352832107,0.033333333333333326,216.20473162979485,8,2.0
0.6533333333333333,0.42915690866510536,0.0,0.00666666666666671,236.18655534011916,8,5.0
0.6733333333333333,0.5790136892147317,0.0013573407202216068,0.006666666666666599,205.2126923749454,9,0.0
0.6933333333333334,0.5946898496240601,0.0017728531855955695,0.008148148148148127,206.15874777167932,9,0.3
0.6866666666666666,0.5663939971707976,0.00011080332409972368,0.03259259259259262,207.51194876867547,9,0.6
0.6533333333333333,0.494949494949495,0.00011080332409972368,0.01777777777777778,209.72017477003337,9,1.0
0.6533333333333333,0.494949494949495,0.00011080332409972368,0.01777777777777778,216.21949660102626,9,2.0
